Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,790000.0,Mahindra,XUV500 W8 2WD,13
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,442000.0,Ford,Ecosport 1.5 DV5 MT Ambiente,11
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1350000.0,Toyota,Fortuner 4x2 Manual,13
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,625000.0,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,12
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,210000.0,Ford,Figo Diesel Titanium,15
BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,4500000.0,BMW,X5 xDrive 30d,10
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3365999.9999999995,Mercedes-Benz,New C-Class C 220 CDI Style,8
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,365000.0,Honda,Brio V MT,13
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,275000.0,Hyundai,i10 Magna 1.2,12
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,4250000.0,Mercedes-Benz,GLC 220,9
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,650000.0,Hyundai,Grand i10 1.2 Kappa Asta,6
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,1900000.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,13
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,445000.0,Volkswagen,Vento Petrol Highline AT,12
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,2300000.0,Mini,Countryman Cooper D,8
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,835000.0,Hyundai,i20 Asta 1.4 CRDi,11
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2295000.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,11
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,150000.0,Chevrolet,Beat Diesel LT,13
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,689000.0,Skoda,Superb Elegance 1.8 TSI AT,13
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,145000.0,Ford,Fiesta 1.4 TDCi EXI Limited Edition,19
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,3350000.0,BMW,5 Series 520d Luxury Line,11
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,125000.0,Chevrolet,Optra Magnum 1.6 LS BS3,18
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,420000.0,Volkswagen,Polo Diesel Highline 1.2L,13
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,675000.0,Renault,Lodgy 110PS RxZ 8 Seater,10
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,3200000.0,Mercedes-Benz,E-Class E250 CDI Avantgrade,11
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,750000.0,Maruti,Baleno Alpha,8
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,459999.99999999994,Hyundai,Verna 1.6 SX,13
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,404000.0,Hyundai,i10 Magna 1.1,8
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1031000.0,Mahindra,Scorpio 1.99 S10 4WD,9
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5576000.0,Land,Rover Range Rover 2.2L Dynamic,7
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,260000.0,Ford,Figo Diesel ZXI,15
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,850000.0,Maruti,Ertiga ZDI,9
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0,1493.0,97.7,5.0,295000.0,Honda,City 1.5 GXI,18
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,350000.0,Honda,Amaze S i-Dtech,11
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,355000.0,Hyundai,i10 Magna,10
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,325000.0,Honda,Amaze S i-Dtech,12
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,450000.0,Skoda,Laura Ambiente,17
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,535000.0,Renault,Duster 85PS Diesel RxL,11
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,650000.0,Mahindra,NuvoSport N6,8
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,900000.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,9
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,600000.0,Hyundai,i20 Asta Option 1.2,9
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,275000.0,Skoda,Fabia 1.4 MPI Ambiente,16
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,150000.0,Tata,Indigo eCS GLX,15
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,1989999.9999999998,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,10
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,1000000.0,Skoda,Octavia Elegance 1.8 TSI AT,11
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,300000.0,Toyota,Etios Liva GD SP,11
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1493.0,97.7,5.0,211000.0,Maruti,Swift 1.3 VXi,15
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1196000.0,Mercedes-Benz,B Class B180,11
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,325000.0,Honda,Amaze S Diesel,12
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,475000.0,Hyundai,Verna 1.6 SX,13
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,595000.0,Renault,Duster 85PS Diesel RxL Optional,11
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,815000.0,Hyundai,Creta 1.6 VTVT S,10
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,422000.0,Maruti,Wagon R AMT VXI,9
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1050000.0,Mercedes-Benz,New C-Class C250 Avantgarde,15
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,4500000.0,Audi,A8 L 3.0 TDI quattro,13
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,290000.0,Hyundai,i10 Magna 1.1,13
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,890000.0,Skoda,Rapid 1.6 MPI AT Style Black Package,8
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,2600000.0,Skoda,Superb Style 1.8 TSI AT,8
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,822000.0000000001,Hyundai,i20 Active 1.2 SX,7
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,350000.0,Honda,Amaze VX i-DTEC,11
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,125000.0,Maruti,Wagon R LXI,21
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,370000.0,Mahindra,Verito 1.5 D4 BSIV,12
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3940999.9999999995,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,7
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,265000.0,Maruti,Wagon R VXI,12
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,892000.0,Nissan,Terrano XV Premium 110 PS Anniversary Edition,10
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,97.7,5.0,409999.99999999994,Maruti,Swift VDI BSIV,12
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,3567000.0,Mini,Cooper Convertible S,8
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,360000.0,Ford,Figo Diesel,10
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,85000.0,Tata,Indica V2 DLS BSII,18
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,332000.0,Chevrolet,Beat LT,9
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,360000.0,Volkswagen,Polo Diesel Comfortline 1.2L,13
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,680000.0,Maruti,Swift ZDi,9
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,250000.0,Ford,Figo Diesel EXI,13
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964000.0,Toyota,Innova Crysta 2.8 GX AT,6
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,700000.0,Hyundai,Santa Fe 4x4 AT,14
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,387000.0,Honda,City i-VTEC V,14
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0,Hyundai,i20 1.2 Magna Executive,7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,1812000.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,10
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,265000.0,Chevrolet,Beat Diesel LT,12
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,720000.0,Hyundai,i20 Sportz 1.4 CRDi,10
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1430000.0,Toyota,Innova 2.5 Z Diesel 7 Seater,10
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,690000.0,Maruti,Ertiga VDI,12
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1075000.0,Toyota,Innova 2.5 V Diesel 7-seater,11
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,97.7,5.0,95000.0,Hyundai,Santro Xing XO eRLX Euro II,18
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,809000.0,Honda,City i VTEC V,9
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1850000.0,BMW,X1 sDrive20d,11
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,475000.0,Hyundai,Grand i10 CRDi Era,8
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,844999.9999999999,Maruti,Ciaz 1.3 Alpha,9
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,350000.0,Skoda,Rapid Leisure 1.6 TDI MT,13
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,180000.0,Hyundai,Accent CRDi,19
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,370000.0,Volkswagen,Polo GT 1.5 TDI,11
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,717000.0,Honda,Jazz 1.2 VX i VTEC,8
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,175000.0,Hyundai,i10 Era,15
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,2199000.0,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,7
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1864999.9999999998,Toyota,Innova Crysta 2.4 ZX MT,8
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,185000.0,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,14
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,595000.0,Maruti,Swift VXI BSIV,8
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,Hyundai,Grand i10 Magna,11
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,375000.0,Maruti,Swift VDI,13
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,260000.0,Hyundai,Verna CRDi 1.6 SX,17
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,175000.0,Hyundai,Santro Xing XL,19
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,280000.0,Hyundai,i20 1.2 Sportz,15
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6129000.0,Mercedes-Benz,GLE 350d,8
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,1800000.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,11
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,434999.99999999994,Maruti,Ritz ZDi,11
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1375000.0,Hyundai,Creta 1.6 CRDi SX,9
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,200000.0,Maruti,A-Star Vxi,15
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1000000.0,Renault,Duster 110PS Diesel RXZ Option,9
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,165000.0,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),15
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,4577000.0,BMW,X3 xDrive30d M Sport,8
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,325000.0,Hyundai,i10 Sportz,15
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1280000.0,Toyota,Innova 2.5 G4 Diesel 7-seater,9
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,55000.00000000001,Maruti,Zen VXI BSII,23
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,715000.0,Maruti,Swift VDI,7
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,700000.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,12
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,375000.0,Tata,Zest Quadrajet 1.3 75PS XE,8
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,850000.0,Ford,EcoSport 1.0 Ecoboost Titanium Plus,8
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,434999.99999999994,Maruti,Swift Dzire ZDI,13
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,326000.0,Maruti,Alto 800 LXI,9
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,421000.0,Honda,City 1.5 S MT,14
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,7036000.0,Audi,Q7 3.0 TDI Quattro Technology,7
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,295000.0,Skoda,Laura 1.9 TDI AT Ambiente,16
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,428000.0,Hyundai,Verna 1.6 SX VTVT (O),13
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,357000.0,Honda,City 1.5 V AT,16
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,311000.0,Hyundai,i20 Magna Optional 1.4 CRDi,12
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,596000.0,Hyundai,i20 Sportz AT 1.4,11
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,470000.0,Volkswagen,Vento Diesel Highline,14
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,690000.0,Honda,City i VTEC VX,11
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0,Tata,Zest Quadrajet 1.3 75PS XE,7
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,2800000.0,BMW,5 Series 2003-2012 520d,10
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,135000.0,Maruti,Wagon R LXI Minor,16
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,484999.99999999994,Honda,Jazz VX,10
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,670000.0,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,13
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,310000.0,Hyundai,i10 Magna 1.2,15
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,1864000.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,10
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,280000.0,Hyundai,i10 Magna 1.2 iTech SE,13
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2025000.0,Toyota,Innova Crysta 2.4 ZX MT,9
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2678000.0,Audi,A6 2011-2015 2.0 TDI Technology,10
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,826000.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,15
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,389000.0,Volkswagen,Polo Petrol Trendline 1.2L,10
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,210000.0,Maruti,Alto K10 LXI,14
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1269000.0,Honda,City i-VTEC CVT ZX,8
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,258000.0,Tata,Indigo LX,12
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2077000.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,11
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2026000.0000000002,Mercedes-Benz,GLA Class 200 CDI SPORT,10
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,150000.0,Hyundai,Santro Xing XL,19
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,97.7,5.0,250000.0,Maruti,Swift VDI BSIV,14
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0,Maruti,Celerio VXI AT,11
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,5700000.0,Mercedes-Benz,GLE 250d,8
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4400000.0,Land,Rover Range Rover HSE Dynamic,8
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,365000.0,Volkswagen,Vento Diesel Trendline,14
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,204999.99999999997,Maruti,Omni 8 Seater BSIV,13
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,313000.0,Honda,Brio 1.2 VX MT,13
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,150000.0,Tata,Sumo Delux,25
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,285000.0,Tata,Indica Vista Aura 1.3 Quadrajet,13
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,265000.0,Maruti,Wagon R LXI BS IV,13
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1060000.0,Mahindra,XUV500 W8 4WD,10
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,125000.0,Tata,Indigo LS Dicor,17
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,825000.0,Maruti,Ertiga Paseo VXI,7
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,445000.0,Honda,Accord 2.4 A/T,14
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,370000.0,Maruti,Swift Dzire VDi,13
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0,Ford,Fiesta EXi 1.4 TDCi Ltd,16
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,180000.0,Honda,City ZX GXi,17
